ntacode,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,share_evening,share_early_am,share_core_night,share_predawn,late_night_share,weekend_uplift,warm_season_ratio
BK0101,0.2617570199609325,-0.2121167544185698,-1.3454790784528519,-0.11642888396014989,1.8625916532673823,0.04933851045987065,0.4504491662247793,1.644195865354286,-0.24358337275874,-0.2481678884240495,-0.482455397183994,-0.34898195758057227,0.8116151779787114,0.2742805078470157,0.8503767354638154,0.48789766609002655,-0.4921357547816601
BK0102,0.1483353937228843,0.31683178035593956,-1.1709352247969387,0.37249938919262093,1.7843590986890654,0.5137499253269183,1.1707471526232947,0.6962356165748319,-0.26798287923934755,-0.08118820982638582,0.34774290500057164,-0.20228856962122876,-0.27828519818632547,-0.1626150733248758,-0.5552188522088543,0.683340368260669,-0.17226701383188422
BK0103,-0.4973694235441445,-0.3778568312833019,1.8703019489786699,-1.003448916188311,-0.948584650206683,-1.012510709751938,-0.33717890778809045,-0.8278207589640826,-0.28273886812500804,-0.0520949547436153,-1.4987850393928572,0.27365493445459343,2.6904469798319104,0.269072880790776,3.3383130066057998,-1.3619259930221836,-0.3476962437460881
BK0104,0.25840086649717087,-0.2591827343040195,-0.4853443437719777,0.2697744631551939,1.5210946167729233,-0.09031497045697695,-0.41719899558363405,0.3151660549109946,-0.28665484199676816,-0.2481678884240495,-0.01883538511076625,0.23442739756951117,-0.21357466560148103,0.025678594344695004,-0.039223115043236605,0.8890828050127988,-0.17107640823318554
BK0201,0.10544272260446962,0.4134363638685394,-2.06012604591846,-0.28587155038912154,-0.6206794216474012,0.4012551140447118,0.14941187430237252,1.3096529513123147,1.9499604635612888,-0.2481678884240495,-1.642223695919724,-1.4353429675680467,1.1936760056223152,1.716486871422026,0.8434126139384546,-1.1701141287649977,-0.14913444498819914
BK0202,1.14562681924744,0.9859815094370681,0.7511981703086055,-0.7422388239014811,-0.6209656809994883,-0.9531430090331956,-0.5145229359781801,0.1338662331187346,0.11204042590053445,-0.1514443138949747,-1.6892322900783665,-0.31933343242081447,2.7853566979101934,0.6470507715546109,3.1692561818658986,-1.4202585715063278,-0.4900863615126801
BK0203,0.01945828281067302,0.02362974433619039,-1.2784122689579738,-0.07320212186821158,0.5759890993630201,0.22919718042338963,-0.23032416348841134,2.0151169515775673,-0.26443133220543047,0.5779118902883298,-1.1392669627666305,-0.4560630318727401,1.309359365781748,0.776922202970261,1.3992425007993665,-0.6678271124762097,-0.8632220958777793
BK0204,-0.06393125325577553,-0.10054432338580192,-0.4661646751384584,-0.3584805103968983,0.27560984966203167,-0.2509495831679535,-0.4278108772475107,1.3747078252029221,-0.25547036718009863,0.26712554079224954,-1.1572924058721188,-0.2335018032716158,1.3900682799401665,0.6767526904092763,1.5686824024263202,-0.7785196109993684,-0.36927170668903
BK0301,-0.04739725927421214,0.15186412212670758,-0.192514621048999,0.22291682575722832,0.9471790224294053,-0.2648614813436963,0.03901175296149172,0.18078970554473955,-0.2874481951374399,0.01794922037390973,0.10472666564470776,-1.1332899787035464,0.11926328286902665,0.26339429856274077,-0.26069134797610466,0.008022051509343587,-0.137954647417215
BK0302,0.041523613959136584,0.18779726810469824,0.6470954123805412,-0.1661665629462615,0.32316782767632235,-0.4463365272412863,-0.026717114909531225,-0.4542722036048952,-0.28616961317932404,-0.11695624908820387,0.5553713811942247,-0.09947939934368927,-0.5057117205341917,-0.3165110251838567,-0.5328218321045555,0.1485750389221783,-0.11643460647093042
BK0401,0.5478328025744993,0.9300499040019607,-0.4220357498030859,0.380177553913937,2.2938700133078136,0.012133814203571706,-0.2566159008143059,-0.30015437491663344,-0.2872936817299906,-0.1458273815762131,1.0109981836694482,0.9612599225822507,-0.670640406847331,-1.1140429793948707,-0.23459975413959216,1.424331954164361,-0.1438415036922123
BK0402,0.06983666952633938,0.18203112974699243,0.09392505951544436,0.3045467478911271,0.6118025205543364,0.17519265693463668,-0.108595016646576,-0.3950223336924183,-0.2985038706882047,-0.2481678884240495,0.7892460919533361,0.6162898974490824,-0.5281273605826742,-0.8174294884846655,-0.3165412696678706,1.3512862005904347,0.232660502678085
